-8.358254756958526099e-03,4.681500946498630411e-02,-1.496760837209536871e-02,3.294485063994213869e-02,7.149879336357116699e-01
1.957460478732157491e-02,1.303122086067069141e+00,-5.093290050780514833e-02,-1.867501672886645370e+00,-7.355975508689880371e-01
7.197924430527387341e-02,1.531424115330842772e-02,-1.255097149757292141e-01,-1.729310577022424855e-02,-3.879723846912384033e-01
5.939403404380971113e-02,-6.600224750439906973e-01,-1.086610324847638726e-01,8.789752355176239096e-01,8.841369152069091797e-01
5.090571762656029980e-02,8.955392107475272923e-01,-1.041542439151204313e-01,-1.528368757280344159e+00,-4.075291156768798828e-01
9.042280856557423363e-02,1.858911334808022453e-01,-1.766872814655936486e-01,-5.900475604703130372e-01,-6.411503553390502930e-01
7.926020023159791039e-02,-9.295674512114386889e-01,-1.823298693848375007e-01,8.921223076891562354e-01,9.548321366310119629e-01
5.708884880700086650e-02,7.505966833797536042e-01,-1.815179737569097562e-01,-1.741073364547186753e+00,-7.259137034416198730e-01
4.996374836122664809e-02,1.471509521141743659e-03,-1.624007636626102757e-03,9.520726789981198701e-04,7.284281849861145020e-01
7.563723239471571713e-02,1.280884859744013005e+00,-3.997315877220886104e-02,-1.923279318100024948e+00,7.713523507118225098e-01
1.796046609728306209e-01,2.636124213032388752e+00,-1.969087843528417592e-01,-4.020837109360083872e+00,-4.119363427162170410e-01
-1.950629754019727116e-02,7.550152843720306373e-04,-1.483780722531489321e-02,-2.476843934833408353e-02,2.736430615186691284e-02
-1.848701815217705657e-02,4.947621196684011402e-02,-1.804935858424212836e-02,-1.115335078876357744e-01,9.995569586753845215e-01
1.960280192697139157e-02,1.805662110732714654e+00,-7.774539564665573776e-02,-2.767856435438436957e+00,5.354590341448783875e-02
1.562598270886447760e-02,-3.476436385743774532e-02,-1.534079345398371708e-02,-8.536351798550820269e-03,4.379974305629730225e-01
2.893637766590371335e-02,7.351448493673091722e-01,-3.921622674669733577e-02,-1.179172203132325958e+00,6.502671241760253906e-01
9.591431711946160621e-02,1.878743371697416231e+00,-1.450603887911832146e-01,-2.949011769909720027e+00,-5.045185089111328125e-01
-4.559463503371591342e-02,-3.526836057360804161e-02,9.085994509517948681e-03,3.614532880109097568e-02,3.458861112594604492e-01
-3.557063031688242893e-02,5.718048169924490054e-01,-6.790126928955567479e-03,-8.675516953710218360e-01,-8.646875023841857910e-01
-3.162074238256024072e-02,-9.458164739162493451e-01,-1.353253589214105032e-02,1.391539048550422875e+00,-4.018258452415466309e-01
-1.024789584914274354e-01,-1.651900365956492589e+00,9.104656851471812362e-02,2.464825220733255051e+00,2.089734524488449097e-01
-1.859248302349630899e-02,-1.693222712890206372e-03,-1.603138733556530582e-02,-3.499876159008694781e-02,-4.800270497798919678e-01
-3.553929197096165199e-02,-8.440625246529674941e-01,6.846269998661223474e-03,1.216116320213561419e+00,2.330000549554824829e-01
-7.801168044651532463e-02,-4.361346553074008647e-01,6.782213069871656508e-02,6.308897736901517561e-01,-1.180697232484817505e-02
-1.046542820667226009e-01,-4.602061152207850281e-01,1.076548930423245343e-01,7.379302544702398547e-01,2.070945501327514648e-01
-1.250926599784489834e-01,-1.019625951634295369e-01,1.432196625977865956e-01,3.113885450111500419e-01,3.281349241733551025e-01
-1.198258615931062504e-01,4.671199214980488734e-01,1.475601454066726159e-01,-4.029905476934143582e-01,7.770391106605529785e-01
-6.466804644859397433e-02,1.824592422887938437e+00,8.565801087956527449e-02,-2.301464265910180274e+00,8.641225099563598633e-01
7.510972400933965676e-02,3.340746936722860827e+00,-9.652116932866061649e-02,-4.541526278954830964e+00,5.005896091461181641e-01
1.095610949204698509e-02,-2.402802780638901847e-02,1.907323801162477683e-02,-3.585582895678795373e-02,-1.655869334936141968e-01
3.682645995666521468e-03,-3.156380916825089478e-01,2.600022465380009279e-02,4.185561857706572852e-01,-2.133982479572296143e-01
-2.277446676720957380e-02,-6.918354887189622771e-01,6.289486637062595420e-02,1.013930030878074984e+00,9.181447625160217285e-01
-3.210630207253916540e-02,9.165431088741275989e-01,7.681010868898163757e-02,-1.322501824973284945e+00,9.714968800544738770e-01
5.694672624758301271e-02,2.620731994654781349e+00,-5.231027671266280654e-02,-3.835640395453117080e+00,-1.583914309740066528e-01
1.397772389131468618e-03,-2.077988589006864173e-02,4.691422525864800963e-02,4.327587378352357184e-03,-7.098937630653381348e-01
-2.481780894159650586e-02,-1.269266164320387080e+00,8.541357517709717573e-02,1.919745208169306272e+00,3.410291671752929688e-02
-9.983963088923822338e-02,-1.213372272777993643e+00,2.006348860580099702e-01,1.945428143701108947e+00,-3.759283125400543213e-01
2.872434333036925913e-02,-3.578012933437070553e-02,-4.123030764658609792e-02,3.253906424761830729e-02,2.687555253505706787e-01
3.605080187343545628e-02,4.379225998320145363e-01,-5.419918622035219818e-02,-7.146226723510515910e-01,1.448805928230285645e-01
6.746187557747639063e-02,6.950699623302727392e-01,-1.058060445431993485e-01,-1.160583664162662121e+00,3.447710573673248291e-01
1.213492410921487574e-01,1.304375742147490413e+00,-1.955955307569719193e-01,-2.181864762217983422e+00,9.909056425094604492e-01
-3.427367567266942361e-02,2.638468897835075100e-03,2.057771028357660570e-02,-2.727887498000805197e-02,6.617486476898193359e-01
-1.089157413786697240e-02,1.164029428359626195e+00,-1.552770789908278042e-02,-1.754817387604622692e+00,8.985388278961181641e-01
9.052140824607528280e-02,2.742363122843388012e+00,-1.686296844764235137e-01,-4.166403209649319983e+00,5.854602456092834473e-01
